ProductID,Date,Zip,Units,Revenue,Country
2136,2019-05-12,101001,1,419.95,Nigeria
2055,2014-05-04,101001,1,569.57,Nigeria
2055,2015-05-17,101001,1,569.57,Nigeria
2055,2015-06-05,101001,1,569.57,Nigeria
2055,2015-10-29,101001,1,569.57,Nigeria
2090,2018-09-26,101001,1,367.45,Nigeria
2055,2016-06-16,101001,1,577.45,Nigeria
2055,2016-07-31,101001,1,577.45,Nigeria
2055,2016-10-30,101001,1,569.57,Nigeria
2055,2017-03-23,101001,1,569.57,Nigeria
2055,2017-03-26,101001,1,569.57,Nigeria
2055,2017-04-09,101001,1,569.57,Nigeria
2090,2018-09-28,101001,1,356.95,Nigeria
2055,2017-05-13,101001,1,569.57,Nigeria
2055,2017-06-29,101001,1,577.45,Nigeria
2055,2016-04-30,101001,1,569.57,Nigeria
2055,2016-05-12,101001,1,569.57,Nigeria
1963,2018-07-30,101001,1,149.57,Nigeria
1964,2016-06-09,101001,1,89.2,Nigeria
1964,2016-06-09,101001,1,89.2,Nigeria
1964,2016-07-14,101001,1,89.2,Nigeria
1964,2016-08-18,101001,1,89.2,Nigeria
1964,2016-10-30,101001,1,89.2,Nigeria
1964,2017-02-28,101001,1,89.2,Nigeria
2090,2019-03-13,101001,1,356.95,Nigeria
2090,2019-03-28,101001,1,356.95,Nigeria
2090,2019-04-18,101001,1,351.7,Nigeria
2090,2019-04-19,101001,1,351.7,Nigeria
2090,2019-06-01,101001,1,351.7,Nigeria
2219,2017-05-17,101001,1,141.7,Nigeria
2219,2017-09-21,101001,1,141.7,Nigeria
2064,2016-06-10,101001,1,496.07,Nigeria
2064,2016-06-27,101001,1,496.07,Nigeria
2064,2016-06-30,101001,1,496.07,Nigeria
2064,2016-08-19,101001,1,496.07,Nigeria
2064,2017-02-28,101001,1,496.07,Nigeria
2064,2017-08-13,101001,1,498.7,Nigeria
2055,2019-02-22,101001,1,582.7,Nigeria
2055,2019-03-20,101001,1,593.2,Nigeria
2055,2019-03-29,101001,1,593.2,Nigeria
2055,2019-04-27,101001,1,582.7,Nigeria
2055,2019-05-31,101001,1,582.7,Nigeria
2055,2019-06-12,101001,1,593.2,Nigeria
2055,2019-08-10,101001,1,582.7,Nigeria
2055,2019-08-17,101001,1,593.2,Nigeria
2055,2019-10-04,101001,1,582.7,Nigeria
2055,2019-10-19,101001,1,582.7,Nigeria
2055,2019-12-31,101001,1,582.7,Nigeria
2238,2018-07-05,101001,1,125.95,Nigeria
2238,2018-07-29,101001,1,125.95,Nigeria
2238,2019-12-27,101001,1,131.2,Nigeria
1934,2019-06-29,101001,1,131.2,Nigeria
1935,2015-07-26,101001,1,136.45,Nigeria
1935,2015-07-30,101001,1,136.45,Nigeria
1935,2016-03-28,101001,1,136.45,Nigeria
1935,2016-04-28,101001,1,136.45,Nigeria
2083,2012-02-15,101001,1,309.7,Nigeria
2180,2018-03-15,101001,1,414.7,Nigeria
2235,2012-09-15,101001,1,65.57,Nigeria
2235,2012-11-15,101001,1,65.57,Nigeria
2250,2013-08-21,101001,1,120.7,Nigeria
2250,2014-05-03,101001,1,125.95,Nigeria
2250,2014-07-23,101001,1,125.95,Nigeria
2250,2014-07-25,101001,1,125.95,Nigeria
2223,2018-04-27,101001,1,230.95,Nigeria
2223,2018-05-30,101001,1,230.95,Nigeria
2223,2018-06-08,101001,1,230.95,Nigeria
2235,2013-12-15,101001,1,70.82,Nigeria
2226,2014-03-06,101001,1,325.45,Nigeria
2226,2014-05-14,101001,1,325.45,Nigeria
2214,2018-09-19,101001,1,356.95,Nigeria
2214,2019-07-10,101001,1,356.95,Nigeria
2214,2019-08-21,101001,1,346.45,Nigeria
2215,2017-04-26,101001,1,335.95,Nigeria
2215,2017-04-30,101001,1,335.95,Nigeria
2215,2017-05-11,101001,1,335.95,Nigeria
2250,2015-01-03,101001,1,125.95,Nigeria
2056,2015-11-25,101001,1,330.7,Nigeria
2056,2016-03-14,101001,1,330.7,Nigeria
2056,2016-03-28,101001,1,330.7,Nigeria
2056,2016-06-30,101001,1,333.32,Nigeria
2056,2016-06-30,101001,1,333.32,Nigeria
2056,2016-07-31,101001,1,330.7,Nigeria
2056,2016-07-31,101001,1,330.7,Nigeria
2056,2016-09-29,101001,1,333.32,Nigeria
2056,2016-09-30,101001,1,333.32,Nigeria
2056,2017-06-02,101001,1,330.7,Nigeria
2056,2018-05-27,101001,1,330.7,Nigeria
2204,2015-11-06,101001,1,157.45,Nigeria
2056,2015-05-16,101001,1,330.7,Nigeria
2056,2015-06-21,101001,1,330.7,Nigeria
2056,2015-07-05,101001,1,333.32,Nigeria
2056,2016-04-30,101001,1,330.7,Nigeria
2056,2016-07-01,101001,1,330.7,Nigeria
1935,2016-07-30,101001,1,136.45,Nigeria
2064,2016-05-21,101001,1,496.07,Nigeria
2064,2016-07-31,101001,1,496.07,Nigeria
2212,2016-03-31,101001,1,89.2,Nigeria
2218,2016-04-28,101001,1,141.7,Nigeria
2218,2016-07-17,101001,2,283.4,Nigeria
2218,2016-08-26,101001,1,141.7,Nigeria
2218,2016-10-14,101001,1,141.7,Nigeria
2081,2017-03-31,101001,1,225.7,Nigeria
2081,2017-04-01,101001,1,225.7,Nigeria
2081,2017-08-12,101001,1,225.7,Nigeria
2083,2013-04-25,101001,1,312.32,Nigeria
2083,2013-05-25,101001,1,312.32,Nigeria
2083,2014-05-15,101001,1,317.57,Nigeria
2045,2017-08-12,101001,1,419.95,Nigeria
2045,2017-08-31,101001,1,419.95,Nigeria
2204,2016-02-27,101001,1,146.95,Nigeria
2204,2016-04-28,101001,1,146.95,Nigeria
2204,2016-04-30,101001,1,146.95,Nigeria
2204,2017-04-30,101001,2,293.9,Nigeria
2204,2017-05-07,101001,1,146.95,Nigeria
2204,2017-06-27,101001,1,146.95,Nigeria
2204,2017-08-24,101001,1,146.95,Nigeria
2225,2018-09-19,101001,1,60.32,Nigeria
2084,2019-09-12,101001,1,661.45,Nigeria
2234,2012-08-15,101001,1,65.57,Nigeria
2224,2019-10-08,101001,1,60.32,Nigeria
1975,2016-03-07,101001,1,57.7,Nigeria
1975,2016-04-30,101001,2,115.4,Nigeria
1975,2016-07-01,101001,1,57.7,Nigeria
1975,2017-06-28,101001,1,57.7,Nigeria
1975,2017-06-30,101001,1,57.7,Nigeria
1975,2018-09-22,101001,1,57.7,Nigeria
2212,2018-10-04,101001,1,89.2,Nigeria
2212,2018-11-11,101001,1,89.2,Nigeria
